Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Israel,ISR,1974,97688,99000,81950000,9075000,98947,152323,0
Israel,ISR,1975,93700,98000,81150000,11000000,112039,148702,0
Israel,ISR,1976,97650,90500,89600000,11650000,110987,123000,0
Israel,ISR,1977,103000,75000,91035000,13500000,131974,132000,0
Israel,ISR,1978,119500,67000,98450000,13500000,120395,139000,0
Israel,ISR,1979,95000,75000,109300000,13000000,117829,165000,0
Israel,ISR,1980,105000,70000,98200000,13000000,122368,146000,0
Israel,ISR,1981,77000,70000,110600000,14000000,121711,149000,0
Israel,ISR,1982,75000,70000,120300000,14000000,127237,154000,300000
Israel,ISR,1983,70000,70000,123500000,16800000,115658,166000,300000
Israel,ISR,1984,130000,70000,128000000,14500000,109868,166000,300000
Israel,ISR,1985,124000,70000,124000000,12900000,115132,171000,300000
Israel,ISR,1986,122000,70000,100000000,13550000,109868,196000,300000
Israel,ISR,1987,120000,75000,96000000,16450000,117105,226000,300000
Israel,ISR,1988,110000,70000,109000000,8500000,123355,260000,300000
Israel,ISR,1989,113000,70000,109500000,8300000,112829,260000,300000
Israel,ISR,1990,110000,70000,115000000,8800000,121118,250000,300000
Israel,ISR,1991,106000,70000,121900000,9800000,123355,260000,300000
Israel,ISR,1992,105000,70000,131400000,11200000,123355,260000,300000
Israel,ISR,1993,100000,70000,135200000,13500000,115066,257536,300000
Israel,ISR,1994,117000,68000,148000000,14900000,117500,282083,300000
Israel,ISR,1995,116000,66000,155000000,15000000,140000,292009,300000
Israel,ISR,1996,126000,56000,162000000,13400000,142500,325929,300000
Israel,ISR,1997,132000,53000,163000000,13700000,162000,368689,300000
Israel,ISR,1998,125000,90000,166700000,13700000,159500,393785,300000
Israel,ISR,1999,132000,120000,180000000,13300000,120000,414770,300000
Israel,ISR,2000,182000,150000,245000000,21000000,138350,470660,300000
Israel,ISR,2001,178000,140000,275000000,19300000,152180,502585,1600000
Israel,ISR,2002,227400,153330,290000000,19200000,157000,526676,2100000
Israel,ISR,2003,259400,165260,317790000,17400000,166000,555297,1350000
Israel,ISR,2004,237000,171130,318740000,17700000,171000,598570,750000
Israel,ISR,2005,257000,222500,336400000,17400000,178000,652000,600000
Israel,ISR,2006,309000,237000,354540000,16200000,167000,648867,1400000
Israel,ISR,2007,301000,243000,373000000,16000000,174000,634692,1400000
Israel,ISR,2008,333000,247000,390000000,15000000,173000,632953,1420000
Israel,ISR,2009,297000,250000,386000000,14000000,186000,635300,1450000
Israel,ISR,2010,309000,259000,398400000,13800000,180000,667000,1500000
Israel,ISR,2011,333430,302870,406200000,13800000,182000,723701,1538000
Israel,ISR,2012,334000,272870,426900000,14100000,197390,807784,1504000
Israel,ISR,2013,377800,272900,392350000,12810000,195747,811721,1574000
Israel,ISR,2014,379232,424862,361497000,13888000,188996,900164,1523000
Israel,ISR,2015,405866,371555,464148000,15331000,189850,812000,1572000
Israel,ISR,2016,405439,342899,431324000,13795000,187645,748408,1566000
Israel,ISR,2017,408768,260478,477810000,13820000,189709,870079,1577000
Israel,ISR,2018,441799,317598,470272000,13297000,170809,792717,1599000
Israel,ISR,2019,449077,317173,506090000,11195000,166000,878724,1649000
Israel,ISR,2020,429317,346358,529913000,12094000,183808,862925,1697000
Israel,ISR,2021,455311,348336,489940000,12728000,163610,914382,1753000
Israel,ISR,2022,479089,437469,487963000,13606000,139543,985053,1815000
Italy,ITA,1961,3901600,594000,205000000,1650000,3901000,4276000,
Italy,ITA,1962,4122600,574000,244000000,1780000,3832000,4505000,
Italy,ITA,1963,3807200,509000,285000000,2140000,3566000,4301000,
Italy,ITA,1964,3213000,494000,342000000,2140000,4520000,4315000,
Italy,ITA,1965,3349700,463000,408000000,2600000,4649000,4159000,
Italy,ITA,1966,3945700,526000,420000000,3100000,4178000,4576000,
Italy,ITA,1967,4271700,506000,405000000,3570000,4437000,4892000,
Italy,ITA,1968,4575500,530000,406700000,4170000,5224000,5074000,
Italy,ITA,1969,5016500,565588,413000000,5000000,5289000,5448064,
Italy,ITA,1970,5186300,535113,432000000,7700000,6383000,6052887,
Italy,ITA,1971,5125800,560100,418000000,13100000,6933000,6477900,
Italy,ITA,1972,4809500,492000,445000000,15500000,7142000,6198000,
Italy,ITA,1973,4917800,464000,493000000,18500000,7245000,5709000,
Italy,ITA,1974,4969751,396000,507000000,19500000,7605000,5379000,
Italy,ITA,1975,4509590,393000,485000000,20200000,8170000,5542000,
Italy,ITA,1976,4625420,445000,482000000,20700000,8388000,5475000,
Italy,ITA,1977,4775660,673000,487000000,22000000,9169410,6502400,
Italy,ITA,1978,4679325,669600,508000000,23200000,9621190,6412200,
Italy,ITA,1979,4980355,698400,520000000,24400000,10041020,6934700,
Italy,ITA,1980,5120635,688585,530300000,26800000,10284820,7293235,
Italy,ITA,1981,4902865,607940,525400000,27000000,10534940,7083870,
Italy,ITA,1982,4790060,546465,524900000,28000000,10541900,6980405,
Italy,ITA,1983,4862951,510656,510300000,30000000,10951700,8390685,
Italy,ITA,1984,5128150,503545,490800000,28500000,11447410,7543945,
Italy,ITA,1985,5186765,478105,474200000,27600000,11228870,7640585,
Italy,ITA,1986,5097134,474175,477500000,28200000,11072610,7484965,
Italy,ITA,1987,4972900,438480,504000000,28800000,11443600,7757720,
Italy,ITA,1988,4915035,482180,507500000,29800000,11737020,7984860,
Italy,ITA,1989,4870590,524810,521300000,30500000,11971760,8601200,
Italy,ITA,1990,4881515,557390,522700000,33200000,12133720,9004680,
Italy,ITA,1991,4952740,552960,520000000,32500000,12189340,9076270,
Italy,ITA,1992,5064730,536030,526000000,32000000,12258610,9119100,
Italy,ITA,1993,4860260,510656,532000000,31600000,12241243,8390685,
Italy,ITA,1994,4752800,500000,515000000,32000000,12732800,8053030,
Italy,ITA,1995,4729133,513000,500000000,35000000,11991920,7959800,
Italy,ITA,1996,4629000,411000,515000000,36000000,11943900,7950000,
Italy,ITA,1997,4610850,453000,501400000,34995000,12163800,7652270,
Italy,ITA,1998,4408368,391293,492800000,36614000,12570750,7414540,
Italy,ITA,1999,4490641,423767,509000000,35200000,12992000,7389849,
Italy,ITA,2000,4425605,452900,490000000,33700000,12920500,6997113,
Italy,ITA,2001,4258700,504000,510000000,35000000,13153100,6665723,
Italy,ITA,2002,4332000,587800,470000000,45000000,13275500,6347553,
Italy,ITA,2003,4209863,414000,413105000,28104000,13558318,6304000,
Italy,ITA,2004,4197270,414896,416420000,28105000,13583176,6612218,
Italy,ITA,2005,4077964,360082,408714000,29621000,13010294,6488723,
Italy,ITA,2006,4045189,329095,372190000,26797000,13380006,6569787,
Italy,ITA,2007,3960248,321717,435817000,27721000,13595605,6561170,
Italy,ITA,2008,3822943,310952,463996000,29959000,13616438,6189767,
Italy,ITA,2009,3811491,277391,481091000,29216000,13593772,6145343,
Italy,ITA,2010,3830530,280412,491482000,28284000,13764351,5707505,
Italy,ITA,2011,3559433,241781,506506000,28733000,13097493,5271255,
Italy,ITA,2012,3409984,262791,517833000,30351000,13377139,5089609,
Italy,ITA,2013,3007558,137456,504321000,29232000,13098673,3031165,
Italy,ITA,2014,2511789,132751,508864000,29894000,10930709,2517387,
Italy,ITA,2015,2629150,158806,533817000,30292000,11304236,2764989,
Italy,ITA,2016,2750692,141903,554237000,30944000,11848037,2937007,
Italy,ITA,2017,2561312,131654,549262000,28489000,11380546,2852682,1382000
Italy,ITA,2018,2768190,129220,534307000,27767000,11410440,2759500,1479000
Italy,ITA,2019,2729600,152940,569767000,28536000,11642620,2814860,805000
Italy,ITA,2020,2694340,151510,573846000,29431000,10764870,2846120,714000
Italy,ITA,2021,2774540,150840,581805000,27474000,11102370,2762450,1196000
Italy,ITA,2022,2797660,150230,534144000,20455000,10502600,2780150,1000000
Jamaica,JAM,1961,61858,202750,2945000,,84473,2354,
Jamaica,JAM,1962,57954,204039,3370000,,86293,2160,
Jamaica,JAM,1963,57642,184039,3950000,,82603,2097,
Jamaica,JAM,1964,59620,162620,4540000,,85310,1876,
Jamaica,JAM,1965,58571,164900,4775000,,79113,1908,
Jamaica,JAM,1966,62352,164365,6190000,,71983,2067,
Jamaica,JAM,1967,62855,210000,8390000,,85524,2122,
Jamaica,JAM,1968,61238,202984,8420000,,105858,2221,
Jamaica,JAM,1969,61481,134911,10395000,,128994,1853,
Jamaica,JAM,1970,55793,125314,12075000,,123953,1461,
Jamaica,JAM,1971,55628,108000,16560000,,94786,1175,
Jamaica,JAM,1972,59332,92000,13470000,,126410,1112,
Jamaica,JAM,1973,63158,81000,17740000,,148225,1190,
Jamaica,JAM,1974,66865,74000,19000000,,99674,1118,
Jamaica,JAM,1975,66500,68000,20000000,,110000,1300,
Jamaica,JAM,1976,67616,65000,19712000,,120453,1497,
Jamaica,JAM,1977,67484,52000,21909000,,130774,1312,
Jamaica,JAM,1978,57734,49000,22588000,,126325,1604,
Jamaica,JAM,1979,58041,37000,24955000,,109693,1026,
Jamaica,JAM,1980,64433,33000,22937000,,123129,1072,
Jamaica,JAM,1981,59117,30000,21575000,,125362,692,
Jamaica,JAM,1982,60940,32000,19550000,,118430,674,
Jamaica,JAM,1983,68237,35000,24002000,,112720,732,
Jamaica,JAM,1984,70661,34000,24983000,,121314,823,
Jamaica,JAM,1985,66067,33000,17602000,,128106,706,
Jamaica,JAM,1986,68867,35000,19716000,,111438,680,
Jamaica,JAM,1987,67257,32000,23786000,,109565,428,
Jamaica,JAM,1988,63151,32000,21786000,,115140,410,
Jamaica,JAM,1989,62090,35000,24815000,,125601,290,
Jamaica,JAM,1990,68461,35000,34729000,,128010,362,
Jamaica,JAM,1991,75652,32000,36893000,,78745,610,
Jamaica,JAM,1992,80007,30000,37550000,,93002,273,
Jamaica,JAM,1993,85248,32000,29794000,,112422,307,
Jamaica,JAM,1994,72717,34000,29986000,,111297,234,
Jamaica,JAM,1995,71294,35000,26870000,,105570,419,
Jamaica,JAM,1996,68789,38000,39387000,,105730,435,
Jamaica,JAM,1997,64064,39758,43968000,,104157,560,
Jamaica,JAM,1998,63321,41664,43282000,,108606,486,
Jamaica,JAM,1999,61406,42237,49978000,,109638,425,
Jamaica,JAM,2000,60302,40467,52839000,,109127,421,
Jamaica,JAM,2001,60461,42244,56797000,,109627,382,
Jamaica,JAM,2002,63520,38647,57443000,,90373,387,
Jamaica,JAM,2003,66532,36908,57159000,,102916,327,
Jamaica,JAM,2004,52379,39944,58541000,,119530,437,
Jamaica,JAM,2005,49624,47596,61600000,,158853,450,
Jamaica,JAM,2006,28451,39515,63450000,,134002,498,
Jamaica,JAM,2007,23413,40121,65081000,,112820,541,
Jamaica,JAM,2008,22053,41369,64729000,,122857,600,
Jamaica,JAM,2009,21009,43160,63404000,,121954,805,
Jamaica,JAM,2010,20404,45759,71884000,,108568,400,
Jamaica,JAM,2011,21218,55000,72519000,,108961,852,
Jamaica,JAM,2012,21495,56498,72976000,,142716,1296,
Jamaica,JAM,2013,21250,51289,73630000,,145000,1300,
Jamaica,JAM,2014,22455,55201,73226000,,111792,890,
Jamaica,JAM,2015,27724,56728,73688000,,101834,712,
Jamaica,JAM,2016,27563,60074,76448000,,129559,602,
Jamaica,JAM,2017,25320,59671,77836000,,123810,342,
Jamaica,JAM,2018,25397,48619,80308000,,124176,386,
Jamaica,JAM,2019,26566,41965,81492000,,121999,243,
Jamaica,JAM,2020,27439,37969,75022000,,111141,195,
Jamaica,JAM,2021,29403,35597,75253000,,117961,259,
Jamaica,JAM,2022,29046,33416,77187000,,129505,419,
Japan,JPN,1961,813980,140712,103000000,16000,3948300,121535,
Japan,JPN,1962,844340,123433,120000000,16000,6244489,81995,
Japan,JPN,1963,1088432,115214,137000000,16000,5385856,67778,
Japan,JPN,1964,1290210,107436,135000000,17000,5700324,47767,
Japan,JPN,1965,1168410,93999,155000000,17000,6787295,33437,
Japan,JPN,1966,812967,89434,180000000,17000,9409273,22133,
Japan,JPN,1967,752669,135047,217000000,18000,10317104,14899,
Japan,JPN,1968,805882,111692,243000000,18000,9541557,12328,
Japan,JPN,1969,1153577,109213,292000000,18000,9180042,10285,
Japan,JPN,1970,1298590,98778,354000000,18000,11479399,6578,
Japan,JPN,1971,1253991,79308,388000000,18000,12983664,4171,
Japan,JPN,1972,1210615,67505,441171000,18000,13045224,2850,
Japan,JPN,1973,841533,55068,487462000,19000,14023428,1883,
Japan,JPN,1974,1154384,32722,514259000,19000,15693705,1378,
Japan,JPN,1975,1270210,24611,505243000,19000,14384063,1687,
Japan,JPN,1976,1023586,15245,545000000,19000,14279245,1592,
Japan,JPN,1977,1197912,9205,604686000,20000,16080801,1602,
Japan,JPN,1978,1263131,6947,658064000,25000,17447552,1425,
Japan,JPN,1979,1228647,5067,690676000,30000,19225808,1425,
Japan,JPN,1980,1231283,4468,709095000,37000,19943360,1657,
Japan,JPN,1981,1365722,3535,706957000,21000,18708976,2178,
Japan,JPN,1982,1398500,3331,732675000,29000,19109696,3122,
Japan,JPN,1983,1433030,3369,797936000,20000,19080528,3952,
Japan,JPN,1984,1536663,4564,803860000,10000,19257712,4485,
Japan,JPN,1985,1575393,6763,725223000,10000,20638960,5488,
Japan,JPN,1986,1553677,7066,728099000,11000,20996960,6184,
Japan,JPN,1987,1507382,6736,745286000,11000,21428000,7138,
Japan,JPN,1988,1460324,6668,743879000,17000,21233968,7623,
Japan,JPN,1989,1391941,5928,728751000,9000,21416960,8163,
Japan,JPN,1990,1390818,6135,708308000,10000,20910176,9632,
Japan,JPN,1991,1448278,6665,682783000,5000,19829264,9498,
Japan,JPN,1992,1491004,7674,680861000,5000,19159056,9412,
Japan,JPN,1993,1510947,7695,679014000,5000,19152304,9159,
Japan,JPN,1994,1536000,7200,649100000,5000,18655000,9100,
Japan,JPN,1995,1505000,6200,656366000,5000,17329400,7900,
Japan,JPN,1996,1389000,4600,638749000,5000,16774000,7000,
Japan,JPN,1997,1337042,4800,629194000,5000,17107600,6241,
Japan,JPN,1998,1320881,4800,612561000,4000,17096300,5023,
Japan,JPN,1999,1340850,5500,609487000,4000,16852600,4486,
Japan,JPN,2000,1280560,6200,604894000,4000,16523652,3597,
Japan,JPN,2001,1119010,5640,609483000,4000,16199200,3961,
Japan,JPN,2002,1238096,5000,627584000,4000,16285329,3650,
Japan,JPN,2003,1237717,3936,631413000,5000,16579516,3609,
Japan,JPN,2004,1253055,3559,633398000,5000,16484429,3954,
Japan,JPN,2005,1225100,3396,661089000,5000,16239530,3610,
Japan,JPN,2006,1216289,2760,717842000,5000,16210078,3292,
Japan,JPN,2007,1207084,2640,725339000,5000,16267631,3792,
Japan,JPN,2008,1237578,2726,732408000,4000,16192079,4442,
Japan,JPN,2009,1227764,2419,737976000,4000,16965696,5252,
Japan,JPN,2010,1218663,2500,732729000,4000,16807094,5300,
Japan,JPN,2011,1174221,2650,714061000,4000,16395153,5460,
Japan,JPN,2012,1199510,2700,748516000,4000,16776233,5680,
Japan,JPN,2013,1184999,2800,748636000,4000,16940368,5750,
Japan,JPN,2014,1156602,3000,756754000,4000,16202855,5870,
Japan,JPN,2015,1107166,2861,751061000,4000,16104466,5953,
Japan,JPN,2016,1051332,2783,764376000,4000,16391958,6134,
Japan,JPN,2017,1045191,2813,772480000,4000,16336984,6003,
Japan,JPN,2018,1056302,2786,790989000,4000,16430088,6000,
Japan,JPN,2019,1046484,2660,802588000,4000,16319598,6169,
Japan,JPN,2020,1064111,2563,817840000,4000,16691343,6377,
Japan,JPN,2021,1076801,2478,815802000,3000,16836872,6592,
Japan,JPN,2022,1091711,2383,821705000,3000,16577133,6880,
Jordan,JOR,1961,13600,135000,1335000,15000,,300000,0
Jordan,JOR,1962,12800,161000,1665000,26000,,417600,0
Jordan,JOR,1963,21100,169000,2335000,23000,,373500,0
Jordan,JOR,1964,18100,195000,2935000,29000,,370600,0
Jordan,JOR,1965,18800,228000,4000000,33000,,405900,0
Jordan,JOR,1966,20000,232000,4535000,36000,,500000,0
Jordan,JOR,1967,17400,114000,4105000,23000,,376500,0
Jordan,JOR,1968,19650,121000,4320000,18000,,402900,0
Jordan,JOR,1969,14550,158000,9513000,27000,,367600,10000
Jordan,JOR,1970,16050,105000,9794000,23000,,370600,6000
Jordan,JOR,1971,15750,108000,12963000,25000,,455000,6000
Jordan,JOR,1972,16900,87000,15865000,19000,,450000,5000
Jordan,JOR,1973,21700,151000,18000000,20000,,452900,9000
Jordan,JOR,1974,14250,120000,19000000,17000,,270600,6000
Jordan,JOR,1975,18000,142000,21000000,17000,,250000,4000
Jordan,JOR,1976,17270,114000,22000000,20000,,184000,4000
Jordan,JOR,1977,17730,107000,23051000,26000,,188400,4000
Jordan,JOR,1978,17270,118000,23895000,29000,,210000,4000
Jordan,JOR,1979,17220,135000,25000000,29000,,253000,4000
Jordan,JOR,1980,17270,136000,26000000,5000,,270000,2000
Jordan,JOR,1981,16940,159000,26000000,6000,,295700,2000
Jordan,JOR,1982,16330,177000,28500000,4000,,314000,2000
Jordan,JOR,1983,22000,133000,36000000,4000,,444200,2000
Jordan,JOR,1984,22000,126000,39000000,4000,,295400,2000
Jordan,JOR,1985,14200,155000,42308000,4000,,280400,2000
Jordan,JOR,1986,11200,92400,48846000,4000,,269500,2000
Jordan,JOR,1987,12500,85579,52500000,4000,,351423,2000
Jordan,JOR,1988,15880,70875,52900000,6000,,353310,2000
Jordan,JOR,1989,15460,71011,40000000,6000,,424255,2000
Jordan,JOR,1990,27000,81200,41700000,8000,,565900,0
Jordan,JOR,1991,34000,107615,50000000,10000,,715500,0
Jordan,JOR,1992,28000,113708,58333000,20000,,541000,0
Jordan,JOR,1993,22000,119702,69500000,20000,,523000,0
Jordan,JOR,1994,32000,122663,78333000,20000,,494000,0
Jordan,JOR,1995,31000,111800,90000000,20000,,703300,0
Jordan,JOR,1996,24700,130000,83000000,20000,,723600,10000
Jordan,JOR,1997,26600,182100,81500000,20000,,605000,10000
Jordan,JOR,1998,27600,163800,79000000,20000,,749152,12000
Jordan,JOR,1999,33700,155000,95000000,20000,,722437,14000
Jordan,JOR,2000,40200,138000,105000000,130000,,962335,8000
Jordan,JOR,2001,61700,140000,104364000,86000,,1004220,2000
Jordan,JOR,2002,55850,120000,103294000,117000,,1177000,14000
Jordan,JOR,2003,53265,185165,113000000,57000,,1077926,36000
Jordan,JOR,2004,83540,237340,126659000,330000,,1286395,10000
Jordan,JOR,2005,39911,149910,132638000,108000,,1125483,33000
Jordan,JOR,2006,67467,127000,115815000,382000,,1050000,66000
Jordan,JOR,2007,60000,229500,133821000,3000,,1628000,4000
Jordan,JOR,2008,95000,314200,140459000,12000,,1290000,4000
Jordan,JOR,2009,66625,367200,152814000,12000,,1694000,4000
Jordan,JOR,2010,61500,298000,187470000,31000,,1477000,45000
Jordan,JOR,2011,89000,378000,190480000,33000,,1005000,47000
Jordan,JOR,2012,98000,511000,190260000,35000,,1467700,50000
Jordan,JOR,2013,99000,513000,196000000,36000,,1582777,35000
Jordan,JOR,2014,98200,470600,205564000,36000,,1773202,33000
Jordan,JOR,2015,119000,473466,217131000,70000,,1714380,38000
Jordan,JOR,2016,123000,537735,208727000,53000,,1919000,40000
Jordan,JOR,2017,116000,450326,215228000,53000,,2066052,40000
Jordan,JOR,2018,115486,440000,215000000,56000,,1992306,40000
Jordan,JOR,2019,174691,430000,196810000,62000,,1860413,40000
Jordan,JOR,2020,190586,290000,215000000,63000,,1852875,40000
Jordan,JOR,2021,171149,310000,250000000,68000,,1900501,41000
Jordan,JOR,2022,136457,370000,260000000,72000,,1820959,42000
Kazakhstan,KAZ,1992,3236400,500000,126000000,,3226700,13400000,
Kazakhstan,KAZ,1993,3485000,500000,104000000,,2871800,15100000,
Kazakhstan,KAZ,1994,3933100,365900,73070000,,2560900,16025000,
Kazakhstan,KAZ,1995,3440700,351800,46222000,,2010100,14200000,
Kazakhstan,KAZ,1996,3038300,340000,31444000,,1893800,11660000,
Kazakhstan,KAZ,1997,2651700,280000,26100000,,1355000,8320000,
Kazakhstan,KAZ,1998,2318100,326700,20752000,,1319000,6600000,
Kazakhstan,KAZ,1999,1990000,300000,24446000,,1468800,5218600,
Kazakhstan,KAZ,2000,1830300,278000,28880000,,1253878,4926900,
Kazakhstan,KAZ,2001,1818100,344000,27765000,,1635070,5133500,
Kazakhstan,KAZ,2002,1898100,500000,27274000,,1544731,5179800,
Kazakhstan,KAZ,2003,1961400,600000,29000000,,1590414,4920000,
Kazakhstan,KAZ,2004,2104800,700000,30000000,,1722452,5230000,
Kazakhstan,KAZ,2005,2190200,830000,33000000,,1590555,5350000,
Kazakhstan,KAZ,2006,2316200,1040000,44763000,,1601701,5577000,
Kazakhstan,KAZ,2007,2423100,1212000,47361000,,1577779,5934000,
Kazakhstan,KAZ,2008,2535700,1319335,47086000,,1744490,6237059,
Kazakhstan,KAZ,2009,2538916,1196991,53007000,,1658062,6617334,
Kazakhstan,KAZ,2010,2595064,1265719,64975000,,1602275,6861028,
Kazakhstan,KAZ,2011,2501844,1231679,62257000,,1716292,7264716,
Kazakhstan,KAZ,2012,2285091,1260689,72304000,,1606127,7307315,
Kazakhstan,KAZ,2013,2307976,1245615,79506000,,1424610,7289750,
Kazakhstan,KAZ,2014,2380258,1201249,75998000,,1381311,7289750,
Kazakhstan,KAZ,2015,2418555,1183776,80738000,,1314058,7394916,
Kazakhstan,KAZ,2016,2478188,1157641,87541000,,1279135,7558678,
Kazakhstan,KAZ,2017,2578290,1130388,98083000,,1231324,7662059,
Kazakhstan,KAZ,2018,2720114,1102501,107237000,0,1154733,7647543,0
Kazakhstan,KAZ,2019,2857735,1076147,129514000,4090000,1176218,7653554,200000
Kazakhstan,KAZ,2020,2965052,1079179,132168000,3710000,1193106,7686135,220000
Kazakhstan,KAZ,2021,3061622,1111837,143131000,4350000,1151523,7799126,190000
Kazakhstan,KAZ,2022,3022501,1084963,161805000,2640000,1069389,7725351,165000
Kenya,KEN,1961,850000,1374000,8060000,,46400,1289400,
Kenya,KEN,1962,800000,1445900,8570000,,41600,1139200,
Kenya,KEN,1963,700000,1498000,8970000,,36800,1170000,
Kenya,KEN,1964,750000,1567000,9690000,,41800,1211700,
Kenya,KEN,1965,800000,1576000,10480000,,44100,1186000,
Kenya,KEN,1966,721007,1573000,10900000,,44000,1158000,
Kenya,KEN,1967,781690,1581000,11780000,,40800,1224500,
Kenya,KEN,1968,796053,1480000,12140000,,48100,1236500,
Kenya,KEN,1969,848276,1275000,15030000,,55500,1187200,
Kenya,KEN,1970,950000,1175000,15330000,,45900,1075000,
Kenya,KEN,1971,937931,1175000,17940000,,48000,1050000,
Kenya,KEN,1972,952703,1115000,18500000,,49600,1020000,
Kenya,KEN,1973,1013602,1060000,20160000,,48800,1000000,
Kenya,KEN,1974,1150794,1200000,21190000,,47200,1000000,
Kenya,KEN,1975,980000,1250000,21880000,,47000,1300000,
Kenya,KEN,1976,1035000,1380000,22430000,,51000,1400000,
Kenya,KEN,1977,1350000,1800000,24510000,,52800,1420000,
Kenya,KEN,1978,1433000,2370000,25570000,,53000,1450000,
Kenya,KEN,1979,1480000,2484000,25980000,,56000,1289500,
Kenya,KEN,1980,1540000,1600000,26900000,,59200,1492600,
Kenya,KEN,1981,1274000,1400000,28320000,,60000,1795200,
Kenya,KEN,1982,1430000,1440000,28960000,,64800,1824300,
Kenya,KEN,1983,1640000,1594100,32196000,,66200,1293800,
Kenya,KEN,1984,1650000,2128100,26300000,,68042,1587800,
Kenya,KEN,1985,1600000,2250000,34110000,,73200,2019700,
Kenya,KEN,1986,1625000,2114255,37771000,,70800,1483160,
Kenya,KEN,1987,1684000,2275000,36892000,,71923,1359690,
Kenya,KEN,1988,1737000,2510721,33476000,,74215,1908770,
Kenya,KEN,1989,1788881,2474058,36260000,,76600,2075000,
Kenya,KEN,1990,1878000,2800000,14900000,,80430,2136000,
Kenya,KEN,1991,1850000,2800000,15000000,,100000,2390000,
Kenya,KEN,1992,1770000,2900000,15600000,,110000,2300000,
Kenya,KEN,1993,1770000,2950000,12100000,,120000,2250000,
Kenya,KEN,1994,1900000,2950000,12900000,,105605,2200000,
Kenya,KEN,1995,2000000,2950000,16700000,,121175,2250000,
Kenya,KEN,1996,1950000,2900000,16400000,,149608,2100000,
Kenya,KEN,1997,2000000,3100000,17000000,,164594,2050000,
Kenya,KEN,1998,2450000,2700000,16200000,,152846,1950000,
Kenya,KEN,1999,2536000,3423000,12500000,,158301,2350000,
Kenya,KEN,2000,2870000,3137667,11100000,,189000,2242786,
Kenya,KEN,2001,1952000,3500583,15900000,,214000,2407000,
Kenya,KEN,2002,1854000,3243167,16400000,,167000,2757000,
Kenya,KEN,2003,1669000,3463333,17300000,,175000,2538929,
Kenya,KEN,2004,1641000,3351583,16000000,,172000,2536429,
Kenya,KEN,2005,1786000,3243167,15200000,,180000,2621429,
Kenya,KEN,2006,1911000,3550000,18500000,,176000,2678571,
Kenya,KEN,2007,1719900,3704167,19550000,,166700,2878571,
Kenya,KEN,2008,1891900,3722500,20237000,,197500,2799071,
Kenya,KEN,2009,2057000,3860083,20980000,,221000,2911786,
Kenya,KEN,2010,1923500,3906333,22620000,,217200,2964714,
Kenya,KEN,2011,2104000,3807167,21263000,,223500,2954000,
Kenya,KEN,2012,2194200,3376250,19712000,,234400,2874000,
Kenya,KEN,2013,2147300,3285800,17400000,,264300,2799000,
Kenya,KEN,2014,2076713,3990025,15761000,,257200,2807362,
Kenya,KEN,2015,2274498,4264540,24000000,,282900,2296291,
Kenya,KEN,2016,2460200,5343130,46000000,,313600,2877070,
Kenya,KEN,2017,2590000,4834212,76000000,,360100,2961000,
Kenya,KEN,2018,2781739,5055790,94000000,,388200,3586656,
Kenya,KEN,2019,3080832,7346748,63000000,,413483,3955941,
Kenya,KEN,2020,1953734,6728236,49437000,,396691,5311955,
Kenya,KEN,2021,2004852,6088551,63893000,,355487,3389478,
Kenya,KEN,2022,2346473,6400000,79753000,,388554,4219125,
Kiribati,KIR,1961,,,110000,,15500,,
Kiribati,KIR,1962,,,115000,,15500,,
Kiribati,KIR,1963,,,118000,,15500,,
Kiribati,KIR,1964,,,122000,,18550,,
Kiribati,KIR,1965,,,125000,,18550,,
Kiribati,KIR,1966,,,130000,,15900,,
Kiribati,KIR,1967,,,133000,,15900,,
Kiribati,KIR,1968,,,140000,,15900,,
Kiribati,KIR,1969,,,145000,,15900,,
Kiribati,KIR,1970,,,150000,,15900,,
Kiribati,KIR,1971,,,157000,,16000,,
Kiribati,KIR,1972,,,165000,,16000,,
Kiribati,KIR,1973,,,170000,,16000,,
Kiribati,KIR,1974,,,174000,,16000,,
Kiribati,KIR,1975,,,179000,,16000,,
Kiribati,KIR,1976,,,183000,,16100,,
Kiribati,KIR,1977,,,187000,,16100,,
Kiribati,KIR,1978,,,192000,,16100,,
Kiribati,KIR,1979,,,195000,,16100,,
Kiribati,KIR,1980,,,200000,,16100,,
Kiribati,KIR,1981,,,210000,,16200,,
Kiribati,KIR,1982,,,220000,,16200,,
Kiribati,KIR,1983,,,230000,,16200,,
Kiribati,KIR,1984,,,240000,,16200,,
Kiribati,KIR,1985,,,250000,,16200,,
Kiribati,KIR,1986,,,260000,,16300,,
Kiribati,KIR,1987,,,270000,,16300,,
Kiribati,KIR,1988,,,280000,,16300,,
Kiribati,KIR,1989,,,290000,,16300,,
Kiribati,KIR,1990,,,300000,,16300,,
